elapsedTimeHour,elapsedTimeSec,vaisalaRH,vaisalaTemperature,vaisalaPW
35.741667,128670.0012,53.54,19.82,0.18
35.743056,128675.0016,54.93,19.82,0.184
35.744444,128679.9984,56.18,19.82,0.188
35.745833,128684.9988,57.07,19.82,0.191
35.747222,128689.9992,57.79,19.82,0.194
35.748611,128694.9996,58.29,19.82,0.196
35.75,128700,58.67,19.83,0.197
35.751389,128705.0004,58.99,19.83,0.198
35.752778,128710.0008,59.22,19.83,0.199
35.754167,128715.0012,59.42,19.83,0.199
35.755556,128720.0016,59.56,19.83,0.2
35.756944,128724.9984,59.69,19.82,0.2
35.758333,128729.9988,59.78,19.82,0.201
35.759722,128734.9992,59.87,19.82,0.201
35.761111,128739.9996,59.95,19.83,0.201
35.7625,128745,60.01,19.83,0.201
35.763889,128750.0004,60.08,19.82,0.202
35.765278,128755.0008,60.13,19.82,0.202
35.766667,128760.0012,60.18,19.82,0.202
35.768056,128765.0016,60.21,19.82,0.202
35.769444,128769.9984,60.24,19.82,0.202
35.770833,128774.9988,60.27,19.82,0.202
35.772222,128779.9992,60.3,19.82,0.202
35.773611,128784.9996,60.33,19.81,0.202
35.775,128790,60.36,19.82,0.202
35.776389,128795.0004,60.39,19.82,0.203
35.777778,128800.0008,60.4,19.81,0.203
35.779167,128805.0012,60.42,19.81,0.203
35.780556,128810.0016,60.44,19.81,0.203
35.781944,128814.9984,60.45,19.81,0.203
35.783333,128819.9988,60.47,19.81,0.203
35.784722,128824.9992,60.49,19.81,0.203
35.786111,128829.9996,60.49,19.81,0.203
35.7875,128835,60.5,19.81,0.203
35.788889,128840.0004,60.5,19.81,0.203
35.790278,128845.0008,60.51,19.81,0.203
35.791667,128850.0012,60.52,19.8,0.203
35.793056,128855.0016,60.53,19.8,0.203
35.794444,128859.9984,60.55,19.8,0.203
35.795833,128864.9988,60.56,19.81,0.203
35.797222,128869.9992,60.57,19.8,0.203
35.798611,128874.9996,60.59,19.81,0.203
35.8,128880,60.6,19.8,0.203
35.801389,128885.0004,60.61,19.81,0.203
35.802778,128890.0008,60.63,19.81,0.203
35.804167,128895.0012,60.63,19.8,0.203
35.805556,128900.0016,60.65,19.81,0.203
35.806944,128904.9984,60.66,19.8,0.203
35.808333,128909.9988,60.67,19.8,0.203
35.809722,128914.9992,60.69,19.8,0.203
35.811111,128919.9996,60.7,19.8,0.203
35.8125,128925,60.7,19.81,0.203
35.813889,128930.0004,60.7,19.8,0.203
35.815278,128935.0008,60.71,19.8,0.203
35.816667,128940.0012,60.71,19.8,0.203
35.818056,128945.0016,60.72,19.8,0.203
35.819444,128949.9984,60.72,19.8,0.203
35.820833,128954.9988,60.72,19.8,0.203
35.822222,128959.9992,60.72,19.8,0.203
35.823611,128964.9996,61.4,19.8,0.206
35.825,128970,62.65,19.81,0.21
35.826389,128975.0004,63.93,19.81,0.214
35.827778,128980.0008,64.92,19.81,0.218
35.829167,128985.0012,65.76,19.82,0.221
35.830556,128990.0016,66.35,19.83,0.223
35.831944,128994.9984,66.8,19.83,0.224
35.833333,128999.9988,67.17,19.83,0.225
35.834722,129004.9992,67.44,19.83,0.226
35.836111,129009.9996,67.67,19.83,0.227
35.8375,129015,67.85,19.84,0.228
35.838889,129020.0004,68.01,19.84,0.228
35.840278,129025.0008,68.14,19.84,0.229
35.841667,129030.0012,68.25,19.84,0.229
35.843056,129035.0016,68.35,19.84,0.23
35.844444,129039.9984,68.43,19.84,0.23
35.845833,129044.9988,68.51,19.84,0.23
35.847222,129049.9992,68.57,19.84,0.23
35.848611,129054.9996,68.64,19.84,0.23
35.85,129060,68.69,19.83,0.231
35.851389,129065.0004,68.75,19.83,0.231
35.852778,129070.0008,68.81,19.83,0.231
35.854167,129075.0012,68.85,19.83,0.231
35.855556,129080.0016,68.89,19.83,0.231
35.856944,129084.9984,68.93,19.83,0.231
35.858333,129089.9988,68.97,19.83,0.231
35.859722,129094.9992,69,19.82,0.232
35.861111,129099.9996,69.04,19.82,0.232
35.8625,129105,69.08,19.83,0.232
35.863889,129110.0004,69.11,19.82,0.232
35.865278,129115.0008,69.13,19.82,0.232
35.866667,129120.0012,69.16,19.82,0.232
35.868056,129125.0016,69.18,19.82,0.232
35.869444,129129.9984,69.2,19.82,0.232
35.870833,129134.9988,69.22,19.82,0.232
35.872222,129139.9992,69.25,19.82,0.232
35.873611,129144.9996,69.28,19.82,0.232
35.875,129150,69.31,19.81,0.232
35.876389,129155.0004,69.33,19.81,0.232
35.877778,129160.0008,69.35,19.81,0.233
35.879167,129165.0012,69.36,19.81,0.233
35.880556,129170.0016,69.37,19.81,0.233
35.881944,129174.9984,69.39,19.81,0.233
35.883333,129179.9988,69.4,19.81,0.233
35.884722,129184.9992,69.41,19.81,0.233
35.886111,129189.9996,69.42,19.8,0.233
35.8875,129195,69.43,19.8,0.233
35.888889,129200.0004,69.45,19.81,0.233
35.890278,129205.0008,69.47,19.8,0.233
35.891667,129210.0012,69.49,19.8,0.233
35.893056,129215.0016,69.5,19.8,0.233
35.894444,129219.9984,69.52,19.8,0.233
35.895833,129224.9988,69.52,19.8,0.233
35.897222,129229.9992,69.53,19.8,0.233
35.898611,129234.9996,69.54,19.8,0.233
35.9,129240,69.56,19.8,0.233
35.901389,129245.0004,69.57,19.8,0.233
35.902778,129250.0008,69.58,19.8,0.233
35.904167,129255.0012,69.59,19.8,0.233
35.905556,129260.0016,69.6,19.79,0.233
35.906944,129264.9984,70.09,19.79,0.235
35.908333,129269.9988,71.15,19.8,0.238
35.909722,129274.9992,72.11,19.8,0.242
35.911111,129279.9996,73,19.81,0.245
35.9125,129285,73.68,19.82,0.247
35.913889,129290.0004,74.27,19.82,0.249
35.915278,129295.0008,74.7,19.83,0.251
35.916667,129300.0012,75.07,19.84,0.252
35.918056,129305.0016,75.36,19.84,0.253
35.919444,129309.9984,75.61,19.84,0.254
35.920833,129314.9988,75.83,19.85,0.255
35.922222,129319.9992,76.01,19.85,0.255
35.923611,129324.9996,76.17,19.85,0.256
35.925,129330,76.31,19.85,0.256
35.926389,129335.0004,76.43,19.85,0.257
35.927778,129340.0008,76.56,19.85,0.257
35.929167,129345.0012,76.66,19.85,0.258
35.930556,129350.0016,76.75,19.86,0.258
35.931944,129354.9984,76.83,19.86,0.258
35.933333,129359.9988,76.91,19.85,0.258
35.934722,129364.9992,76.99,19.85,0.259
35.936111,129369.9996,77.06,19.85,0.259
35.9375,129375,77.13,19.85,0.259
35.938889,129380.0004,77.21,19.85,0.259
35.940278,129385.0008,77.28,19.85,0.26
35.941667,129390.0012,77.35,19.85,0.26
35.943056,129395.0016,77.41,19.85,0.26
35.944444,129399.9984,77.46,19.85,0.26
35.945833,129404.9988,77.52,19.85,0.26
35.947222,129409.9992,77.56,19.84,0.261
35.948611,129414.9996,77.62,19.84,0.261
35.95,129420,77.64,19.84,0.261
35.951389,129425.0004,77.69,19.84,0.261
35.952778,129430.0008,77.73,19.84,0.261
35.954167,129435.0012,77.78,19.83,0.261
35.955556,129440.0016,77.83,19.83,0.261
35.956944,129444.9984,77.87,19.83,0.261
35.958333,129449.9988,77.91,19.83,0.261
35.959722,129454.9992,77.95,19.83,0.262
35.961111,129459.9996,77.99,19.83,0.262
35.9625,129465,78.03,19.82,0.262
35.963889,129470.0004,78.06,19.82,0.262
35.965278,129475.0008,78.08,19.82,0.262
35.966667,129480.0012,78.1,19.82,0.262
35.968056,129485.0016,78.13,19.82,0.262
35.969444,129489.9984,78.16,19.82,0.262
35.970833,129494.9988,78.2,19.81,0.262
35.972222,129499.9992,78.22,19.81,0.262
35.973611,129504.9996,78.26,19.81,0.262
35.975,129510,78.29,19.81,0.262
35.976389,129515.0004,78.31,19.81,0.262
35.977778,129520.0008,78.33,19.8,0.262
35.979167,129525.0012,78.35,19.8,0.262
35.980556,129530.0016,78.38,19.8,0.263
35.981944,129534.9984,78.4,19.81,0.263
35.983333,129539.9988,78.42,19.8,0.263
35.984722,129544.9992,78.45,19.8,0.263
35.986111,129549.9996,78.47,19.8,0.263
35.9875,129555,78.49,19.8,0.263
35.988889,129560.0004,78.51,19.8,0.263
35.990278,129565.0008,78.91,19.8,0.264
35.991667,129570.0012,79.84,19.8,0.268
35.993056,129575.0016,80.75,19.81,0.271
35.994444,129579.9984,81.6,19.81,0.274
35.995833,129584.9988,82.3,19.83,0.276
35.997222,129589.9992,82.83,19.83,0.278
35.998611,129594.9996,83.27,19.84,0.28
36,129600,83.65,19.84,0.281
36.001389,129605.0004,83.95,19.85,0.282
36.002778,129610.0008,84.2,19.85,0.283
36.004167,129615.0012,84.44,19.86,0.284
36.005556,129620.0016,84.63,19.86,0.285
36.006944,129624.9984,84.81,19.86,0.285
36.008333,129629.9988,84.97,19.86,0.286
36.009722,129634.9992,85.11,19.86,0.286
36.011111,129639.9996,85.24,19.87,0.287
36.0125,129645,85.36,19.87,0.287
36.013889,129650.0004,85.46,19.87,0.287
36.015278,129655.0008,85.57,19.87,0.288
36.016667,129660.0012,85.66,19.87,0.288
36.018056,129665.0016,85.75,19.87,0.288
36.019444,129669.9984,85.83,19.87,0.289
36.020833,129674.9988,85.92,19.87,0.289
36.022222,129679.9992,85.99,19.87,0.289
36.023611,129684.9996,86.07,19.87,0.29
36.025,129690,86.14,19.87,0.29
36.026389,129695.0004,86.21,19.87,0.29
36.027778,129700.0008,86.27,19.87,0.29
36.029167,129705.0012,86.32,19.86,0.29
36.030556,129710.0016,86.38,19.87,0.291
36.031944,129714.9984,86.43,19.87,0.291
36.033333,129719.9988,86.48,19.87,0.291
36.034722,129724.9992,86.53,19.87,0.291
36.036111,129729.9996,86.57,19.86,0.291
36.0375,129735,86.62,19.86,0.291
36.038889,129740.0004,86.67,19.86,0.291
36.040278,129745.0008,86.71,19.86,0.292
36.041667,129750.0012,86.74,19.86,0.292
36.043056,129755.0016,86.77,19.86,0.292
36.044444,129759.9984,86.81,19.86,0.292
36.045833,129764.9988,86.85,19.86,0.292
36.047222,129769.9992,86.88,19.86,0.292
36.048611,129774.9996,86.91,19.86,0.292
36.05,129780,86.95,19.86,0.292
36.051389,129785.0004,86.98,19.86,0.292
36.052778,129790.0008,87.01,19.86,0.293
36.054167,129795.0012,87.04,19.86,0.293
36.055556,129800.0016,87.08,19.86,0.293
36.056944,129804.9984,87.11,19.86,0.293
36.058333,129809.9988,87.13,19.86,0.293
36.059722,129814.9992,87.15,19.85,0.293
36.061111,129819.9996,87.17,19.85,0.293
36.0625,129825,87.18,19.86,0.293
36.063889,129830.0004,87.19,19.86,0.293
36.065278,129835.0008,87.2,19.85,0.293
36.066667,129840.0012,87.21,19.86,0.293
36.068056,129845.0016,87.22,19.86,0.293
36.069444,129849.9984,87.24,19.85,0.293
36.070833,129854.9988,87.25,19.85,0.293
36.072222,129859.9992,87.27,19.85,0.293
36.073611,129864.9996,87.33,19.85,0.293
36.075,129870,87.49,19.85,0.294
36.076389,129875.0004,87.68,19.85,0.295
36.077778,129880.0008,87.89,19.86,0.295
36.079167,129885.0012,88.08,19.86,0.296
36.080556,129890.0016,88.27,19.86,0.297
36.081944,129894.9984,88.42,19.87,0.297
36.083333,129899.9988,88.58,19.87,0.298
36.084722,129904.9992,88.71,19.87,0.298
36.086111,129909.9996,88.83,19.87,0.299
36.0875,129915,88.94,19.87,0.299
36.088889,129920.0004,89.04,19.88,0.3
36.090278,129925.0008,89.14,19.88,0.3
36.091667,129930.0012,89.23,19.88,0.3
36.093056,129935.0016,89.31,19.88,0.301
36.094444,129939.9984,89.4,19.88,0.301
36.095833,129944.9988,89.48,19.88,0.301
36.097222,129949.9992,89.55,19.88,0.302
36.098611,129954.9996,89.63,19.88,0.302
36.1,129960,89.69,19.88,0.302
36.101389,129965.0004,89.76,19.88,0.302
36.102778,129970.0008,89.83,19.89,0.302
36.104167,129975.0012,89.9,19.89,0.303
36.105556,129980.0016,89.96,19.89,0.303
36.106944,129984.9984,90.02,19.89,0.303
36.108333,129989.9988,90.07,19.88,0.303
36.109722,129994.9992,90.13,19.88,0.304
36.111111,129999.9996,90.17,19.88,0.304
36.1125,130005,90.23,19.88,0.304
36.113889,130010.0004,90.28,19.89,0.304
36.115278,130015.0008,90.33,19.89,0.304
36.116667,130020.0012,90.38,19.88,0.304
36.118056,130025.0016,90.43,19.88,0.304
36.119444,130029.9984,90.49,19.88,0.305
36.120833,130034.9988,90.53,19.88,0.305
36.122222,130039.9992,90.58,19.88,0.305
36.123611,130044.9996,90.62,19.88,0.305
36.125,130050,90.67,19.88,0.305
36.126389,130055.0004,90.71,19.88,0.305
36.127778,130060.0008,90.75,19.88,0.306
36.129167,130065.0012,90.79,19.88,0.306
36.130556,130070.0016,90.83,19.88,0.306
36.131944,130074.9984,90.85,19.88,0.306
36.133333,130079.9988,90.89,19.88,0.306
36.134722,130084.9992,90.92,19.88,0.306
36.136111,130089.9996,90.95,19.88,0.306
36.1375,130095,90.98,19.88,0.306
36.138889,130100.0004,91.01,19.87,0.306
36.140278,130105.0008,91.04,19.88,0.306
36.141667,130110.0012,91.07,19.88,0.307
36.143056,130115.0016,91.1,19.88,0.307
36.144444,130119.9984,91.12,19.88,0.307
36.145833,130124.9988,91.15,19.88,0.307
36.147222,130129.9992,91.17,19.88,0.307
36.148611,130134.9996,91.19,19.88,0.307
36.15,130140,91.23,19.88,0.307
36.151389,130145.0004,91.24,19.87,0.307
36.152778,130150.0008,91.27,19.88,0.307
36.154167,130155.0012,91.3,19.87,0.307
36.155556,130160.0016,91.32,19.88,0.307
36.156944,130164.9984,90.22,19.86,0.303
36.158333,130169.9988,83.31,19.8,0.279
36.159722,130174.9992,74.28,19.74,0.248
36.161111,130179.9996,64.52,19.67,0.214
36.1625,130185,56.33,19.6,0.186
36.163889,130190.0004,48.82,19.54,0.161
36.165278,130195.0008,42.88,19.49,0.141
36.166667,130200.0012,37.89,19.44,0.124
36.168056,130205.0016,33.35,19.4,0.109
36.169444,130209.9984,29.73,19.37,0.097
36.170833,130214.9988,26.62,19.35,0.086
36.172222,130219.9992,23.77,19.34,0.077
36.173611,130224.9996,21.42,19.32,0.07
36.175,130230,19.19,19.32,0.062
36.176389,130235.0004,17.42,19.32,0.057
36.177778,130240.0008,15.88,19.32,0.052
36.179167,130245.0012,14.47,19.33,0.047
36.180556,130250.0016,13.31,19.35,0.043
36.181944,130254.9984,12.23,19.36,0.04
36.183333,130259.9988,11.34,19.37,0.037
36.184722,130264.9992,10.46,19.39,0.034
36.186111,130269.9996,9.65,19.41,0.032
36.1875,130275,8.86,19.42,0.029
36.188889,130280.0004,8.21,19.44,0.027
36.190278,130285.0008,7.64,19.46,0.025
36.191667,130290.0012,7.08,19.47,0.023
36.193056,130295.0016,6.67,19.49,0.022
36.194444,130299.9984,6.28,19.5,0.021
36.195833,130304.9988,5.93,19.52,0.02
36.197222,130309.9992,5.61,19.53,0.018
36.198611,130314.9996,5.29,19.55,0.017
36.2,130320,5.02,19.56,0.017
36.201389,130325.0004,4.78,19.57,0.016
36.202778,130330.0008,4.54,19.58,0.015
36.204167,130335.0012,4.34,19.6,0.014
36.205556,130340.0016,4.16,19.6,0.014
36.206944,130344.9984,3.98,19.61,0.013
36.208333,130349.9988,3.82,19.62,0.013
36.209722,130354.9992,3.68,19.63,0.012
36.211111,130359.9996,3.53,19.64,0.012
36.2125,130365,3.45,19.65,0.011
36.213889,130370.0004,3.37,19.66,0.011
36.215278,130375.0008,3.27,19.66,0.011
36.216667,130380.0012,3.16,19.67,0.01
36.218056,130385.0016,3.06,19.67,0.01
36.219444,130389.9984,2.96,19.68,0.01
36.220833,130394.9988,2.87,19.68,0.01
36.222222,130399.9992,2.78,19.69,0.009
36.223611,130404.9996,2.7,19.69,0.009
36.225,130410,2.62,19.7,0.009
36.226389,130415.0004,2.55,19.7,0.008
36.227778,130420.0008,2.48,19.71,0.008
36.229167,130425.0012,2.41,19.71,0.008
36.230556,130430.0016,2.35,19.71,0.008
36.231944,130434.9984,2.29,19.72,0.008
36.233333,130439.9988,2.23,19.72,0.007
36.234722,130444.9992,2.18,19.72,0.007
36.236111,130449.9996,2.13,19.72,0.007
36.2375,130455,2.09,19.72,0.007
36.238889,130460.0004,2.07,19.73,0.007
36.240278,130465.0008,2.05,19.73,0.007
36.241667,130470.0012,2.01,19.73,0.007
36.243056,130475.0016,1.97,19.73,0.007
36.244444,130479.9984,1.93,19.73,0.006
36.245833,130484.9988,1.89,19.74,0.006
36.247222,130489.9992,1.85,19.73,0.006
36.248611,130494.9996,1.81,19.73,0.006
36.25,130500,1.77,19.74,0.006
36.251389,130505.0004,1.73,19.74,0.006
36.252778,130510.0008,1.7,19.74,0.006
36.254167,130515.0012,1.66,19.74,0.006
36.255556,130520.0016,1.63,19.74,0.005
36.256944,130524.9984,1.6,19.74,0.005
36.258333,130529.9988,1.56,19.74,0.005
36.259722,130534.9992,1.53,19.74,0.005
36.261111,130539.9996,1.5,19.75,0.005
36.2625,130545,1.48,19.75,0.005
36.263889,130550.0004,1.45,19.75,0.005
36.265278,130555.0008,1.42,19.75,0.005
36.266667,130560.0012,1.39,19.75,0.005
36.268056,130565.0016,1.37,19.75,0.005
36.269444,130569.9984,1.35,19.75,0.005
36.270833,130574.9988,1.34,19.75,0.004
36.272222,130579.9992,1.34,19.76,0.004
36.273611,130584.9996,1.33,19.75,0.004
36.275,130590,1.31,19.75,0.004
36.276389,130595.0004,1.29,19.75,0.004
36.277778,130600.0008,1.26,19.76,0.004
36.279167,130605.0012,1.24,19.75,0.004
36.280556,130610.0016,1.22,19.75,0.004
36.281944,130614.9984,1.2,19.76,0.004
36.283333,130619.9988,1.18,19.76,0.004
36.284722,130624.9992,1.16,19.76,0.004
36.286111,130629.9996,1.14,19.75,0.004
36.2875,130635,1.12,19.75,0.004
36.288889,130640.0004,1.1,19.75,0.004
36.290278,130645.0008,1.08,19.76,0.004
36.291667,130650.0012,1.06,19.76,0.004
36.293056,130655.0016,1.05,19.76,0.003
36.294444,130659.9984,1.03,19.76,0.003
36.295833,130664.9988,1.01,19.76,0.003
36.297222,130669.9992,1,19.76,0.003
36.298611,130674.9996,0.98,19.76,0.003
36.3,130680,0.97,19.76,0.003
36.301389,130685.0004,0.96,19.76,0.003
36.302778,130690.0008,0.94,19.76,0.003
36.304167,130695.0012,0.93,19.76,0.003
36.305556,130700.0016,0.92,19.76,0.003
36.306944,130704.9984,0.91,19.76,0.003
36.308333,130709.9988,0.9,19.76,0.003
36.309722,130714.9992,0.91,19.76,0.003
36.311111,130719.9996,0.9,19.76,0.003
36.3125,130725,0.9,19.76,0.003
36.313889,130730.0004,0.89,19.76,0.003
36.315278,130735.0008,0.88,19.76,0.003
36.316667,130740.0012,0.87,19.76,0.003
36.318056,130745.0016,0.86,19.76,0.003
36.319444,130749.9984,0.84,19.76,0.003
36.320833,130754.9988,0.83,19.76,0.003
36.322222,130759.9992,0.82,19.76,0.003
36.323611,130764.9996,0.83,19.76,0.003
36.325,130770,1.61,19.78,0.005
36.326389,130775.0004,4.27,19.78,0.014
36.327778,130780.0008,8.29,19.79,0.028
36.329167,130785.0012,12,19.79,0.04
36.330556,130790.0016,15.16,19.8,0.051
36.331944,130794.9984,17.92,19.8,0.06
36.333333,130799.9988,19.87,19.8,0.067
36.334722,130804.9992,21.35,19.8,0.072
36.336111,130809.9996,22.56,19.8,0.076
36.3375,130815,23.4,19.8,0.078
36.338889,130820.0004,24.01,19.8,0.08
36.340278,130825.0008,24.47,19.8,0.082
36.341667,130830.0012,24.86,19.81,0.083
36.343056,130835.0016,25.13,19.81,0.084
36.344444,130839.9984,25.37,19.8,0.085
36.345833,130844.9988,25.56,19.8,0.086
36.347222,130849.9992,25.7,19.8,0.086
36.348611,130854.9996,25.83,19.8,0.087
36.35,130860,25.96,19.8,0.087
36.351389,130865.0004,26.05,19.79,0.087
36.352778,130870.0008,26.13,19.8,0.088
36.354167,130875.0012,26.2,19.8,0.088
36.355556,130880.0016,26.28,19.79,0.088
36.356944,130884.9984,26.34,19.79,0.088
36.358333,130889.9988,26.38,19.79,0.088
36.359722,130894.9992,26.43,19.79,0.089
36.361111,130899.9996,26.47,19.79,0.089
36.3625,130905,26.51,19.79,0.089
36.363889,130910.0004,26.55,19.79,0.089
36.365278,130915.0008,26.58,19.79,0.089
36.366667,130920.0012,26.6,19.79,0.089
36.368056,130925.0016,26.62,19.79,0.089
36.369444,130929.9984,26.65,19.79,0.089
36.370833,130934.9988,26.68,19.79,0.089
36.372222,130939.9992,26.71,19.79,0.089
36.373611,130944.9996,26.73,19.79,0.089
36.375,130950,26.76,19.79,0.09
36.376389,130955.0004,26.77,19.79,0.09
36.377778,130960.0008,26.79,19.78,0.09
36.379167,130965.0012,26.81,19.78,0.09
36.380556,130970.0016,26.84,19.78,0.09
36.381944,130974.9984,26.85,19.78,0.09
36.383333,130979.9988,26.86,19.78,0.09
36.384722,130984.9992,26.86,19.78,0.09
36.386111,130989.9996,26.88,19.78,0.09
36.3875,130995,26.91,19.78,0.09
36.388889,131000.0004,26.91,19.78,0.09
36.390278,131005.0008,26.91,19.78,0.09
36.391667,131010.0012,26.91,19.78,0.09
36.393056,131015.0016,26.92,19.78,0.09
36.394444,131019.9984,26.93,19.78,0.09
36.395833,131024.9988,26.93,19.78,0.09
36.397222,131029.9992,26.93,19.78,0.09
36.398611,131034.9996,26.94,19.78,0.09
36.4,131040,26.95,19.78,0.09
36.401389,131045.0004,26.97,19.78,0.09
36.402778,131050.0008,26.97,19.78,0.09
36.404167,131055.0012,26.97,19.78,0.09
36.405556,131060.0016,26.98,19.78,0.09
36.406944,131064.9984,26.98,19.78,0.09
36.408333,131069.9988,26.99,19.78,0.09
36.409722,131074.9992,26.99,19.78,0.09
36.411111,131079.9996,27,19.78,0.09
36.4125,131085,27,19.78,0.09
36.413889,131090.0004,27,19.77,0.09
36.415278,131095.0008,27.01,19.78,0.09
36.416667,131100.0012,27.01,19.78,0.09
36.418056,131105.0016,27,19.78,0.09
36.419444,131109.9984,27,19.78,0.09
36.420833,131114.9988,27.01,19.78,0.09
36.422222,131119.9992,27.01,19.78,0.09
36.423611,131124.9996,27.01,19.78,0.09
36.425,131130,27.02,19.78,0.09
36.426389,131135.0004,27.01,19.78,0.09
36.427778,131140.0008,27,19.78,0.09
36.429167,131145.0012,27,19.78,0.09
36.430556,131150.0016,27,19.78,0.09
36.431944,131154.9984,27.01,19.78,0.09
36.433333,131159.9988,27.01,19.78,0.09
36.434722,131164.9992,27.01,19.78,0.09
36.436111,131169.9996,27,19.78,0.09
36.4375,131175,27.01,19.78,0.09
36.438889,131180.0004,27.01,19.78,0.09
36.440278,131185.0008,27.01,19.78,0.09
36.441667,131190.0012,27.02,19.78,0.09
36.443056,131195.0016,27.02,19.77,0.09
36.444444,131199.9984,27.02,19.78,0.09
36.445833,131204.9988,27.01,19.78,0.09
36.447222,131209.9992,27.01,19.78,0.09
36.448611,131214.9996,27.02,19.78,0.09
36.45,131220,27.03,19.78,0.09
36.451389,131225.0004,27.02,19.78,0.09
36.452778,131230.0008,27.03,19.78,0.09
36.454167,131235.0012,27.02,19.78,0.09
36.455556,131240.0016,27.01,19.78,0.09
36.456944,131244.9984,27.02,19.78,0.09
36.458333,131249.9988,27.01,19.78,0.09
36.459722,131254.9992,27.01,19.77,0.09
36.461111,131259.9996,27.01,19.77,0.09
36.4625,131265,27.01,19.77,0.09
36.463889,131270.0004,27.02,19.78,0.09
36.465278,131275.0008,27.02,19.78,0.09
36.466667,131280.0012,27.02,19.78,0.09
36.468056,131285.0016,27.02,19.78,0.09
36.469444,131289.9984,27.01,19.78,0.09
36.470833,131294.9988,27,19.78,0.09
36.472222,131299.9992,27,19.77,0.09
36.473611,131304.9996,27.01,19.78,0.09
36.475,131310,27.01,19.78,0.09
36.476389,131315.0004,27.02,19.78,0.09
36.477778,131320.0008,27.01,19.78,0.09
36.479167,131325.0012,27.01,19.78,0.09
36.480556,131330.0016,27.01,19.78,0.09
36.481944,131334.9984,27.01,19.77,0.09
36.483333,131339.9988,27.02,19.77,0.09
36.484722,131344.9992,27.02,19.78,0.09
36.486111,131349.9996,27,19.78,0.09
36.4875,131355,27,19.78,0.09
36.488889,131360.0004,27,19.78,0.09
36.490278,131365.0008,27.01,19.77,0.09
36.491667,131370.0012,27.01,19.78,0.09
36.493056,131375.0016,27.03,19.78,0.09
36.494444,131379.9984,27.02,19.78,0.09
36.495833,131384.9988,27.01,19.78,0.09
36.497222,131389.9992,27.03,19.78,0.09
36.498611,131394.9996,27.04,19.78,0.09
36.5,131400,27.03,19.78,0.09
36.501389,131405.0004,27.04,19.77,0.09
36.502778,131410.0008,27.04,19.77,0.09
36.504167,131415.0012,27.03,19.77,0.09
36.505556,131420.0016,27.02,19.77,0.09
36.506944,131424.9984,27.02,19.78,0.09
36.508333,131429.9988,27.01,19.78,0.09
36.509722,131434.9992,27,19.77,0.09
36.511111,131439.9996,27.01,19.77,0.09
36.5125,131445,27.02,19.78,0.09
36.513889,131450.0004,27.01,19.78,0.09
36.515278,131455.0008,27.02,19.77,0.09
36.516667,131460.0012,27.01,19.77,0.09
36.518056,131465.0016,27.02,19.77,0.09
36.519444,131469.9984,27.02,19.77,0.09
36.520833,131474.9988,27.02,19.77,0.09
36.522222,131479.9992,27.02,19.77,0.09
36.523611,131484.9996,27.03,19.77,0.09
36.525,131490,27.04,19.77,0.09
36.526389,131495.0004,27.04,19.78,0.09
36.527778,131500.0008,27.03,19.77,0.09
36.529167,131505.0012,27.02,19.77,0.09
36.530556,131510.0016,27.01,19.77,0.09
36.531944,131514.9984,27.02,19.77,0.09
36.533333,131519.9988,27.02,19.77,0.09
36.534722,131524.9992,27.01,19.77,0.09
36.536111,131529.9996,27.01,19.77,0.09
36.5375,131535,27.02,19.78,0.09
36.538889,131540.0004,27.03,19.77,0.09
36.540278,131545.0008,27.02,19.78,0.09
36.541667,131550.0012,27.02,19.78,0.09
36.543056,131555.0016,27.02,19.78,0.09
36.544444,131559.9984,27.02,19.77,0.09
36.545833,131564.9988,27.02,19.77,0.09
36.547222,131569.9992,27.02,19.77,0.09
36.548611,131574.9996,27.03,19.77,0.09
36.55,131580,27.02,19.77,0.09
36.551389,131585.0004,27.01,19.77,0.09
36.552778,131590.0008,27.01,19.77,0.09
36.554167,131595.0012,27.01,19.77,0.09
36.555556,131600.0016,27.01,19.77,0.09
36.556944,131604.9984,27.02,19.77,0.09
36.558333,131609.9988,27.03,19.77,0.09
36.559722,131614.9992,27.03,19.77,0.09
36.561111,131619.9996,27.03,19.77,0.09
36.5625,131625,27.02,19.77,0.09
36.563889,131630.0004,27.02,19.77,0.09
36.565278,131635.0008,27.01,19.77,0.09
36.566667,131640.0012,27.02,19.78,0.09
36.568056,131645.0016,27.03,19.78,0.09
36.569444,131649.9984,27.04,19.78,0.09
36.570833,131654.9988,27.04,19.77,0.09
36.572222,131659.9992,27.03,19.77,0.09
36.573611,131664.9996,27.03,19.78,0.09
36.575,131670,27.03,19.78,0.09
36.576389,131675.0004,27.03,19.77,0.09
36.577778,131680.0008,27.03,19.78,0.09
36.579167,131685.0012,27.02,19.77,0.09
36.580556,131690.0016,27.02,19.77,0.09
36.581944,131694.9984,27.02,19.77,0.09
36.583333,131699.9988,27.02,19.78,0.09
36.584722,131704.9992,27.02,19.78,0.09
36.586111,131709.9996,27.02,19.78,0.09
36.5875,131715,27.02,19.78,0.09
36.588889,131720.0004,27.02,19.78,0.09
36.590278,131725.0008,27.02,19.78,0.09
36.591667,131730.0012,27.01,19.78,0.09
36.593056,131735.0016,27,19.78,0.09
36.594444,131739.9984,27,19.78,0.09
36.595833,131744.9988,27,19.77,0.09
36.597222,131749.9992,27,19.78,0.09
36.598611,131754.9996,27,19.78,0.09
36.6,131760,27.02,19.78,0.09
