VaisalaTimeHours,"RH, %","T, °C","pw, psi"
25.923611,28.33,31.16,0.186
25.925000,28.32,31.17,0.186
25.926389,28.31,31.18,0.186
25.927778,28.3,31.19,0.186
25.929167,28.28,31.2,0.186
25.930556,28.28,31.21,0.187
25.931944,28.27,31.21,0.187
25.933333,28.25,31.22,0.186
25.934722,28.24,31.23,0.187
25.936111,28.22,31.24,0.186
25.937500,28.2,31.25,0.186
25.938889,28.2,31.26,0.187
25.940278,28.17,31.26,0.186
25.941667,28.16,31.28,0.187
25.943056,28.17,31.28,0.187
25.944444,28.15,31.29,0.187
25.945833,28.13,31.3,0.186
25.947222,28.11,31.3,0.186
25.948611,28.11,31.31,0.187
25.950000,28.1,31.32,0.187
25.951389,28.08,31.33,0.186
25.952778,28.07,31.33,0.186
25.954167,28.05,31.34,0.186
25.955556,28.05,31.35,0.187
25.956944,28.04,31.36,0.187
25.958333,28.03,31.36,0.187
25.959722,28.02,31.37,0.187
25.961111,28.01,31.38,0.187
25.962500,28,31.38,0.187
25.963889,27.98,31.39,0.187
25.965278,27.96,31.4,0.186
25.966667,27.94,31.4,0.186
25.968056,27.95,31.41,0.186
25.969444,27.95,31.42,0.187
25.970833,27.92,31.42,0.186
25.972222,27.91,31.43,0.186
25.973611,27.91,31.43,0.186
25.975000,27.9,31.44,0.186
25.976389,27.89,31.44,0.186
25.977778,27.88,31.45,0.186
25.979167,27.88,31.46,0.187
25.980556,27.86,31.46,0.186
25.981944,27.85,31.47,0.186
25.983333,27.84,31.47,0.186
25.984722,27.84,31.48,0.186
25.986111,27.82,31.48,0.186
25.987500,27.82,31.49,0.186
25.988889,27.82,31.5,0.187
25.990278,27.81,31.5,0.187
25.991667,27.8,31.5,0.186
25.993056,27.79,31.51,0.186
25.994444,27.78,31.51,0.186
25.995833,27.77,31.52,0.186
25.997222,27.76,31.52,0.186
25.998611,27.76,31.53,0.186
26.000000,27.76,31.53,0.187
26.001389,27.75,31.54,0.187
26.002778,27.72,31.54,0.186
26.004167,27.72,31.54,0.186
26.005556,27.71,31.55,0.186
26.006944,27.7,31.55,0.186
26.008333,27.69,31.56,0.186
26.009722,27.7,31.56,0.186
26.011111,27.7,31.57,0.187
26.012500,27.69,31.57,0.186
26.013889,27.68,31.58,0.186
26.015278,27.67,31.58,0.186
26.016667,27.65,31.58,0.186
26.018056,27.64,31.59,0.186
26.019444,27.65,31.6,0.186
26.020833,27.63,31.6,0.186
26.022222,27.63,31.6,0.186
26.023611,27.62,31.6,0.186
26.025000,27.61,31.61,0.186
26.026389,27.61,31.61,0.186
26.027778,27.6,31.61,0.186
26.029167,27.59,31.62,0.186
26.030556,27.57,31.62,0.186
26.031944,27.56,31.63,0.186
26.033333,27.56,31.63,0.186
26.034722,27.55,31.63,0.186
26.036111,27.56,31.64,0.186
26.037500,27.55,31.64,0.186
26.038889,27.55,31.65,0.186
26.040278,27.53,31.65,0.186
26.041667,27.52,31.65,0.186
26.043056,27.51,31.66,0.186
26.044444,27.49,31.66,0.186
26.045833,27.49,31.66,0.186
26.047222,27.48,31.67,0.186
26.048611,27.47,31.67,0.186
26.050000,27.46,31.67,0.186
26.051389,27.46,31.67,0.186
26.052778,27.46,31.68,0.186
26.054167,27.45,31.68,0.186
26.055556,27.43,31.68,0.186
26.056944,27.42,31.69,0.186
26.058333,27.41,31.69,0.186
26.059722,27.39,31.7,0.186
26.061111,27.38,31.7,0.186
26.062500,27.37,31.7,0.186
26.063889,27.37,31.7,0.186
26.065278,27.34,31.71,0.186
26.066667,27.32,31.71,0.185
26.068056,27.31,31.71,0.185
26.069444,27.28,31.72,0.185
26.070833,27.26,31.72,0.185
26.072222,27.24,31.73,0.185
26.073611,27.24,31.72,0.185
26.075000,27.24,31.73,0.185
26.076389,27.22,31.73,0.185
26.077778,27.2,31.73,0.185
26.079167,27.19,31.73,0.185
26.080556,27.17,31.74,0.185
26.081944,27.16,31.74,0.185
26.083333,27.15,31.74,0.185
26.084722,27.14,31.75,0.185
26.086111,27.14,31.75,0.185
26.087500,27.14,31.75,0.185
26.088889,27.13,31.76,0.185
26.090278,27.11,31.76,0.185
26.091667,27.12,31.76,0.185
26.093056,27.12,31.76,0.185
26.094444,27.11,31.76,0.185
26.095833,27.11,31.77,0.185
26.097222,27.11,31.77,0.185
26.098611,27.1,31.77,0.185
26.100000,27.08,31.77,0.184
26.101389,27.09,31.78,0.185
26.102778,27.08,31.78,0.185
26.104167,27.07,31.78,0.184
26.105556,27.07,31.78,0.185
26.106944,27.06,31.79,0.184
26.108333,27.05,31.79,0.184
26.109722,27.04,31.79,0.184
26.111111,27.05,31.79,0.184
26.112500,27.04,31.79,0.184
26.113889,27.04,31.8,0.184
26.115278,27.03,31.8,0.184
26.116667,27.01,31.8,0.184
26.118056,27.02,31.81,0.184
26.119444,27.02,31.81,0.184
26.120833,27.01,31.81,0.184
26.122222,27,31.81,0.184
26.123611,26.99,31.81,0.184
26.125000,26.99,31.82,0.184
26.126389,27.01,31.82,0.184
26.127778,26.99,31.82,0.184
26.129167,26.98,31.82,0.184
26.130556,26.97,31.82,0.184
26.131944,26.97,31.82,0.184
26.133333,26.97,31.83,0.184
26.134722,26.97,31.83,0.184
26.136111,26.97,31.83,0.184
26.137500,26.97,31.83,0.184
26.138889,26.97,31.84,0.184
26.140278,26.96,31.83,0.184
26.141667,26.96,31.83,0.184
26.143056,26.95,31.84,0.184
26.144444,26.94,31.84,0.184
26.145833,26.94,31.84,0.184
26.147222,26.94,31.84,0.184
26.148611,26.94,31.84,0.184
26.150000,26.93,31.85,0.184
26.151389,26.94,31.85,0.184
26.152778,26.93,31.85,0.184
26.154167,26.92,31.85,0.184
26.155556,26.93,31.85,0.184
26.156944,26.92,31.86,0.184
26.158333,26.92,31.85,0.184
26.159722,26.91,31.86,0.184
26.161111,26.91,31.86,0.184
26.162500,26.9,31.86,0.184
26.163889,26.89,31.86,0.184
26.165278,26.88,31.86,0.184
26.166667,26.87,31.86,0.184
26.168056,26.89,31.87,0.184
26.169444,26.89,31.87,0.184
26.170833,26.88,31.87,0.184
26.172222,26.87,31.87,0.184
26.173611,26.87,31.87,0.184
26.175000,26.86,31.87,0.184
26.176389,26.86,31.87,0.184
26.177778,26.87,31.87,0.184
26.179167,26.86,31.88,0.184
26.180556,26.85,31.88,0.184
26.181944,26.84,31.88,0.184
26.183333,26.85,31.88,0.184
26.184722,26.85,31.88,0.184
26.186111,26.84,31.88,0.184
26.187500,26.84,31.89,0.184
26.188889,26.83,31.89,0.184
26.190278,26.84,31.88,0.184
26.191667,26.85,31.89,0.184
26.193056,26.85,31.89,0.184
26.194444,26.85,31.89,0.184
26.195833,26.85,31.89,0.184
26.197222,26.84,31.89,0.184
26.198611,26.84,31.89,0.184
26.200000,26.8,31.89,0.184
26.201389,26.8,31.9,0.184
26.202778,26.81,31.9,0.184
26.204167,26.83,31.89,0.184
26.205556,26.83,31.9,0.184
26.206944,26.84,31.9,0.184
26.208333,26.83,31.9,0.184
26.209722,26.82,31.9,0.184
26.211111,26.82,31.9,0.184
26.212500,26.81,31.9,0.184
26.213889,26.81,31.9,0.184
26.215278,26.81,31.9,0.184
26.216667,26.82,31.91,0.184
26.218056,26.82,31.91,0.184
26.219444,26.82,31.9,0.184
26.220833,26.83,31.91,0.184
26.222222,26.82,31.9,0.184
26.223611,26.83,31.91,0.184
26.225000,26.82,31.91,0.184
26.226389,26.83,31.91,0.184
26.227778,26.83,31.91,0.184
26.229167,26.83,31.91,0.184
26.230556,26.82,31.91,0.184
26.231944,26.82,31.91,0.184
26.233333,26.83,31.91,0.184
26.234722,26.82,31.92,0.184
26.236111,26.81,31.91,0.184
26.237500,26.83,31.91,0.184
26.238889,26.82,31.92,0.184
26.240278,26.82,31.91,0.184
26.241667,26.82,31.92,0.184
26.243056,26.83,31.91,0.184
26.244444,26.84,31.92,0.184
26.245833,26.83,31.92,0.184
26.247222,26.83,31.92,0.184
26.248611,26.84,31.92,0.184
26.250000,26.83,31.92,0.184
26.251389,26.82,31.92,0.184
26.252778,26.81,31.92,0.184
26.254167,26.81,31.91,0.184
26.255556,26.8,31.92,0.184
26.256944,26.81,31.92,0.184
26.258333,26.81,31.92,0.184
26.259722,26.81,31.92,0.184
26.261111,26.82,31.92,0.184
26.262500,26.81,31.92,0.184
26.263889,26.8,31.92,0.184
26.265278,26.79,31.92,0.184
26.266667,26.79,31.92,0.184
26.268056,26.78,31.92,0.184
26.269444,26.79,31.92,0.184
26.270833,26.8,31.92,0.184
26.272222,26.81,31.92,0.184
26.273611,26.8,31.92,0.184
26.275000,26.79,31.92,0.184
26.276389,26.8,31.92,0.184
26.277778,26.8,31.92,0.184
26.279167,26.8,31.93,0.184
26.280556,26.8,31.93,0.184
26.281944,26.8,31.93,0.184
26.283333,26.78,31.93,0.184
26.284722,26.78,31.93,0.184
26.286111,26.79,31.93,0.184
26.287500,26.79,31.93,0.184
26.288889,26.79,31.93,0.184
26.290278,26.8,31.93,0.184
26.291667,26.8,31.93,0.184
26.293056,26.8,31.93,0.184
26.294444,26.8,31.93,0.184
26.295833,26.79,31.93,0.184
26.297222,26.81,31.93,0.184
26.298611,26.8,31.93,0.184
26.300000,26.81,31.93,0.184
26.301389,26.8,31.93,0.184
26.302778,26.8,31.93,0.184
26.304167,26.8,31.94,0.184
26.305556,26.81,31.93,0.184
26.306944,26.81,31.93,0.184
26.308333,26.81,31.94,0.184
26.309722,26.81,31.93,0.184
26.311111,26.81,31.93,0.184
26.312500,26.82,31.93,0.184
26.313889,26.8,31.93,0.184
26.315278,26.79,31.94,0.184
26.316667,26.79,31.93,0.184
26.318056,26.81,31.93,0.184
26.319444,26.81,31.93,0.184
26.320833,26.81,31.94,0.184
26.322222,26.81,31.94,0.184
26.323611,26.81,31.94,0.184
26.325000,26.81,31.94,0.184
26.326389,26.81,31.94,0.184
26.327778,26.82,31.93,0.184
26.329167,26.81,31.94,0.184
26.330556,26.81,31.94,0.184
26.331944,26.82,31.94,0.184
26.333333,26.8,31.94,0.184
26.334722,26.8,31.94,0.184
26.336111,26.8,31.94,0.184
26.337500,26.81,31.94,0.184
26.338889,26.81,31.94,0.184
26.340278,26.81,31.94,0.184
26.341667,26.81,31.94,0.184
26.343056,26.81,31.94,0.184
26.344444,26.8,31.94,0.184
26.345833,26.81,31.94,0.184
26.347222,26.81,31.95,0.184
26.348611,26.81,31.94,0.184
26.350000,26.81,31.95,0.184
26.351389,26.81,31.95,0.184
26.352778,26.81,31.94,0.184
26.354167,26.82,31.94,0.184
26.355556,26.81,31.94,0.184
26.356944,26.81,31.94,0.184
26.358333,26.81,31.94,0.184
26.359722,26.81,31.94,0.184
26.361111,26.81,31.94,0.184
26.362500,26.81,31.95,0.184
26.363889,26.8,31.94,0.184
26.365278,26.79,31.94,0.184
26.366667,26.79,31.95,0.184
26.368056,26.8,31.94,0.184
26.369444,26.81,31.95,0.184
26.370833,26.81,31.95,0.184
26.372222,26.82,31.95,0.185
26.373611,26.82,31.95,0.185
26.375000,26.82,31.95,0.185
26.376389,26.81,31.95,0.184
26.377778,26.8,31.94,0.184
26.379167,26.81,31.95,0.184
26.380556,26.81,31.95,0.184
26.381944,26.82,31.95,0.184
26.383333,26.82,31.95,0.184
26.384722,26.81,31.95,0.184
26.386111,26.82,31.95,0.185
26.387500,26.82,31.95,0.185
26.388889,26.82,31.94,0.184
26.390278,26.81,31.95,0.184
26.391667,26.81,31.95,0.184
26.393056,26.81,31.95,0.184
26.394444,26.82,31.95,0.185
26.395833,26.83,31.95,0.185
26.397222,26.83,31.95,0.185
26.398611,26.83,31.95,0.185
26.400000,26.83,31.95,0.185
26.401389,26.84,31.95,0.185
26.402778,26.84,31.95,0.185
26.404167,26.83,31.95,0.185
26.405556,26.84,31.95,0.185
26.406944,26.84,31.95,0.185
26.408333,26.84,31.95,0.185
26.409722,26.85,31.95,0.185
26.411111,26.85,31.95,0.185
26.412500,26.86,31.95,0.185
26.413889,26.86,31.95,0.185
26.415278,26.85,31.95,0.185
26.416667,26.84,31.95,0.185
26.418056,26.84,31.95,0.185
26.419444,26.84,31.96,0.185
26.420833,26.85,31.96,0.185
26.422222,26.85,31.95,0.185
26.423611,26.84,31.95,0.185
26.425000,26.84,31.96,0.185
26.426389,26.83,31.96,0.185
26.427778,26.83,31.95,0.185
26.429167,26.84,31.95,0.185
26.430556,26.85,31.96,0.185
26.431944,26.86,31.96,0.185
26.433333,26.86,31.96,0.185
26.434722,26.85,31.96,0.185
26.436111,26.85,31.96,0.185
26.437500,26.85,31.96,0.185
26.438889,26.86,31.96,0.185
26.440278,26.86,31.96,0.185
26.441667,26.86,31.96,0.185
26.443056,26.85,31.96,0.185
26.444444,26.86,31.96,0.185
26.445833,26.85,31.96,0.185
26.447222,26.85,31.96,0.185
26.448611,26.83,31.96,0.185
26.450000,26.83,31.97,0.185
26.451389,26.84,31.96,0.185
26.452778,26.85,31.96,0.185
26.454167,26.84,31.97,0.185
26.455556,26.84,31.96,0.185
26.456944,26.84,31.97,0.185
26.458333,26.85,31.97,0.185
26.459722,26.85,31.96,0.185
26.461111,26.86,31.96,0.185
26.462500,26.85,31.96,0.185
26.463889,26.84,31.97,0.185
26.465278,26.83,31.97,0.185
26.466667,26.84,31.97,0.185
26.468056,26.84,31.97,0.185
26.469444,26.85,31.97,0.185
26.470833,26.85,31.97,0.185
26.472222,26.84,31.97,0.185
26.473611,26.84,31.97,0.185
26.475000,26.84,31.97,0.185
26.476389,26.84,31.97,0.185
26.477778,26.85,31.97,0.185
26.479167,26.85,31.97,0.185
26.480556,26.86,31.97,0.185
26.481944,26.86,31.97,0.185
26.483333,26.85,31.97,0.185
26.484722,26.85,31.97,0.185
26.486111,26.84,31.97,0.185
26.487500,26.84,31.97,0.185
26.488889,26.84,31.97,0.185
26.490278,26.85,31.97,0.185
26.491667,26.84,31.97,0.185
26.493056,26.85,31.97,0.185
26.494444,26.86,31.97,0.185
26.495833,26.87,31.97,0.185
26.497222,26.87,31.97,0.185
26.498611,26.86,31.97,0.185
26.500000,26.86,31.97,0.185
26.501389,26.86,31.97,0.185
26.502778,26.87,31.97,0.185
26.504167,26.87,31.97,0.185
26.505556,26.85,31.96,0.185
26.506944,26.85,31.97,0.185
26.508333,26.87,31.97,0.185
26.509722,26.88,31.97,0.185
26.511111,26.88,31.97,0.185
26.512500,26.88,31.97,0.185
26.513889,26.87,31.97,0.185
26.515278,26.87,31.97,0.185
26.516667,26.88,31.97,0.185
26.518056,26.88,31.96,0.185
26.519444,26.88,31.96,0.185
26.520833,26.88,31.97,0.185
26.522222,26.87,31.97,0.185
26.523611,26.86,31.97,0.185
26.525000,26.87,31.97,0.185
26.526389,26.88,31.97,0.185
26.527778,26.88,31.97,0.185
26.529167,26.88,31.97,0.185
26.530556,26.87,31.97,0.185
26.531944,26.87,31.97,0.185
26.533333,26.88,31.97,0.185
26.534722,26.88,31.97,0.185
26.536111,26.88,31.97,0.185
26.537500,26.88,31.97,0.185
26.538889,26.88,31.97,0.185
26.540278,26.87,31.97,0.185
26.541667,26.86,31.97,0.185
26.543056,26.86,31.97,0.185
26.544444,26.87,31.97,0.185
26.545833,26.87,31.97,0.185
26.547222,26.87,31.97,0.185
26.548611,26.87,31.97,0.185
26.550000,26.87,31.98,0.185
26.551389,26.86,31.98,0.185
26.552778,26.87,31.98,0.185
26.554167,26.88,31.98,0.185
26.555556,26.88,31.98,0.185
26.556944,26.88,31.98,0.185
26.558333,26.87,31.97,0.185
26.559722,26.86,31.98,0.185
26.561111,26.86,31.98,0.185
26.562500,26.87,31.98,0.185
26.563889,26.87,31.98,0.185
26.565278,26.88,31.98,0.185
26.566667,26.89,31.98,0.185
26.568056,26.89,31.98,0.185
26.569444,26.88,31.97,0.185
26.570833,26.89,31.98,0.185
26.572222,26.89,31.98,0.185
26.573611,26.87,31.98,0.185
26.575000,26.89,31.98,0.185
26.576389,26.89,31.98,0.185
26.577778,26.89,31.98,0.185
26.579167,26.89,31.98,0.185
26.580556,26.89,31.98,0.185
26.581944,26.9,31.98,0.185
26.583333,26.88,31.98,0.185
26.584722,26.89,31.98,0.185
26.586111,26.91,31.98,0.185
26.587500,26.91,31.98,0.185
26.588889,26.9,31.98,0.185
26.590278,26.88,31.98,0.185
26.591667,26.88,31.98,0.185
26.593056,26.89,31.98,0.185
26.594444,26.9,31.98,0.185
26.595833,26.89,31.98,0.185
26.597222,26.89,31.98,0.185
26.598611,26.9,31.98,0.185
26.600000,26.91,31.98,0.185
26.601389,26.91,31.97,0.185
26.602778,26.92,31.98,0.185
26.604167,26.9,31.98,0.185
26.605556,26.9,31.98,0.185
26.606944,26.9,31.98,0.185
26.608333,26.9,31.98,0.185
26.609722,26.9,31.98,0.185
26.611111,26.9,31.98,0.185
26.612500,26.89,31.98,0.185
26.613889,26.89,31.98,0.185
26.615278,26.91,31.98,0.185
26.616667,26.9,31.97,0.185
26.618056,26.91,31.98,0.185
26.619444,26.9,31.98,0.185
26.620833,26.9,31.97,0.185
26.622222,26.9,31.98,0.185
26.623611,26.9,31.98,0.185
26.625000,26.92,31.98,0.185
26.626389,26.91,31.97,0.185
26.627778,26.91,31.98,0.185
26.629167,26.92,31.98,0.185
26.630556,26.92,31.98,0.186
26.631944,26.92,31.97,0.185
26.633333,26.92,31.98,0.186
26.634722,26.92,31.98,0.186
26.636111,26.9,31.98,0.185
26.637500,26.9,31.98,0.185
26.638889,26.9,31.98,0.185
26.640278,26.9,31.98,0.185
26.641667,26.89,31.98,0.185
26.643056,26.89,31.98,0.185
26.644444,26.9,31.97,0.185
26.645833,26.9,31.98,0.185
26.647222,26.9,31.98,0.185
26.648611,26.89,31.98,0.185
26.650000,26.89,31.98,0.185
26.651389,26.91,31.98,0.185
26.652778,26.91,31.98,0.185
26.654167,26.91,31.98,0.185
26.655556,26.92,31.98,0.186
26.656944,26.93,31.98,0.186
26.658333,26.92,31.98,0.186
26.659722,26.91,31.98,0.185
26.661111,26.91,31.98,0.185
26.662500,26.9,31.98,0.185
26.663889,26.89,31.98,0.185
26.665278,26.89,31.98,0.185
26.666667,26.91,31.98,0.185
26.668056,26.9,31.98,0.185
26.669444,26.9,31.98,0.185
26.670833,26.91,31.98,0.185
26.672222,26.87,31.98,0.185
26.673611,26.87,31.98,0.185
26.675000,26.89,31.98,0.185
26.676389,26.89,31.98,0.185
26.677778,26.89,31.98,0.185
26.679167,26.89,31.98,0.185
26.680556,26.9,31.98,0.185
26.681944,26.89,31.98,0.185
26.683333,26.9,31.98,0.185
26.684722,26.9,31.98,0.185
26.686111,26.9,31.98,0.185
26.687500,26.9,31.98,0.185
26.688889,26.89,31.98,0.185
26.690278,26.89,31.98,0.185
26.691667,26.89,31.98,0.185
26.693056,26.89,31.98,0.185
26.694444,26.89,31.98,0.185
26.695833,26.88,31.98,0.185
26.697222,26.89,31.98,0.185
26.698611,26.9,31.98,0.185
26.700000,26.9,31.98,0.185
26.701389,26.9,31.98,0.185
26.702778,26.9,31.98,0.185
26.704167,26.91,31.98,0.185
26.705556,26.91,31.98,0.185
26.706944,26.91,31.98,0.185
26.708333,26.91,31.98,0.185
26.709722,26.91,31.98,0.185
26.711111,26.91,31.98,0.185
26.712500,26.91,31.98,0.185
26.713889,26.91,31.97,0.185
26.715278,26.91,31.98,0.185
26.716667,26.91,31.98,0.185
26.718056,26.9,31.98,0.185
26.719444,26.89,31.98,0.185
26.720833,26.9,31.98,0.185
26.722222,26.91,31.98,0.185
26.723611,26.9,31.98,0.185
26.725000,26.91,31.98,0.185
26.726389,26.91,31.98,0.185
26.727778,26.92,31.98,0.185
26.729167,26.92,31.98,0.186
26.730556,26.92,31.98,0.186
26.731944,26.93,31.98,0.186
26.733333,26.93,31.98,0.186
26.734722,26.93,31.98,0.186
26.736111,26.93,31.98,0.186
26.737500,26.92,31.97,0.185
26.738889,26.91,31.97,0.185
26.740278,26.91,31.97,0.185
26.741667,26.91,31.97,0.185
26.743056,26.91,31.97,0.185
26.744444,26.92,31.97,0.185
26.745833,26.91,31.97,0.185
26.747222,26.9,31.97,0.185
26.748611,26.91,31.97,0.185
26.750000,26.91,31.98,0.185
26.751389,26.91,31.98,0.185
26.752778,26.93,31.97,0.186
26.754167,26.93,31.97,0.185
26.755556,26.92,31.98,0.185
26.756944,26.91,31.97,0.185
26.758333,26.92,31.97,0.185
26.759722,26.93,31.98,0.186
26.761111,26.93,31.97,0.186
26.762500,26.92,31.97,0.185
26.763889,26.93,31.97,0.185
26.765278,26.93,31.97,0.186
26.766667,26.93,31.97,0.186
26.768056,26.93,31.97,0.186
26.769444,26.93,31.97,0.186
26.770833,26.93,31.97,0.186
26.772222,26.93,31.97,0.186
26.773611,26.93,31.98,0.186
26.775000,26.93,31.97,0.186
26.776389,26.93,31.97,0.186
26.777778,26.94,31.97,0.186
26.779167,26.95,31.98,0.186
26.780556,26.96,31.98,0.186
26.781944,26.94,31.97,0.186
26.783333,26.94,31.98,0.186
26.784722,26.95,31.98,0.186
26.786111,26.94,31.97,0.186
26.787500,26.94,31.98,0.186
26.788889,26.93,31.98,0.186
26.790278,26.93,31.98,0.186
26.791667,26.93,31.98,0.186
26.793056,26.92,31.98,0.186
26.794444,26.92,31.98,0.186
26.795833,26.92,31.98,0.186
26.797222,26.93,31.98,0.186
26.798611,26.92,31.98,0.186
26.800000,26.93,31.98,0.186
26.801389,26.94,31.97,0.186
26.802778,26.93,31.98,0.186
26.804167,26.93,31.98,0.186
26.805556,26.94,31.98,0.186
26.806944,26.93,31.98,0.186
26.808333,26.93,31.98,0.186
26.809722,26.93,31.98,0.186
26.811111,26.94,31.98,0.186
26.812500,26.95,31.98,0.186
26.813889,26.95,31.97,0.186
26.815278,26.95,31.98,0.186
26.816667,26.95,31.98,0.186
26.818056,26.96,31.98,0.186
26.819444,26.96,31.98,0.186
26.820833,26.95,31.97,0.186
26.822222,24.46,31.97,0.169
26.823611,17.55,31.96,0.121
26.825000,12.31,31.96,0.085
26.826389,8.77,31.95,0.06
26.827778,6.83,31.95,0.047
26.829167,5.44,31.94,0.037
26.830556,4.41,31.94,0.03
26.831944,3.72,31.94,0.026
26.833333,3.21,31.94,0.022
26.834722,2.8,31.94,0.019
26.836111,2.5,31.94,0.017
26.837500,2.27,31.94,0.016
26.838889,2.06,31.94,0.014
26.840278,1.9,31.94,0.013
26.841667,1.77,31.94,0.012
26.843056,1.65,31.94,0.011
26.844444,1.55,31.94,0.011
26.845833,1.46,31.95,0.01
26.847222,1.39,31.95,0.01
26.848611,1.34,31.94,0.009
26.850000,1.34,31.94,0.009
26.851389,1.31,31.94,0.009
26.852778,1.25,31.94,0.009
26.854167,1.2,31.95,0.008
26.855556,1.14,31.95,0.008
26.856944,1.1,31.95,0.008
26.858333,1.05,31.95,0.007
26.859722,1,31.95,0.007
26.861111,0.97,31.95,0.007
26.862500,0.93,31.95,0.006
26.863889,0.89,31.95,0.006
26.865278,0.86,31.95,0.006
26.866667,0.83,31.95,0.006
26.868056,0.8,31.95,0.006
26.869444,0.77,31.95,0.005
26.870833,0.75,31.96,0.005
26.872222,0.73,31.96,0.005
26.873611,0.7,31.96,0.005
26.875000,0.68,31.96,0.005
26.876389,0.66,31.96,0.005
26.877778,0.65,31.96,0.004
26.879167,0.63,31.96,0.004
26.880556,0.64,31.96,0.004
26.881944,0.65,31.95,0.004
26.883333,0.65,31.96,0.004
26.884722,0.64,31.96,0.004
26.886111,0.62,31.96,0.004
26.887500,0.61,31.96,0.004
26.888889,0.59,31.96,0.004
26.890278,0.58,31.96,0.004
26.891667,0.56,31.96,0.004
26.893056,0.55,31.96,0.004
26.894444,0.53,31.96,0.004
26.895833,0.52,31.96,0.004
26.897222,0.51,31.96,0.003
26.898611,0.5,31.96,0.003
26.900000,0.49,31.96,0.003
26.901389,0.47,31.96,0.003
26.902778,0.47,31.97,0.003
26.904167,0.46,31.96,0.003
26.905556,0.45,31.96,0.003
26.906944,0.44,31.96,0.003
26.908333,0.43,31.96,0.003
26.909722,0.42,31.96,0.003
26.911111,0.42,31.96,0.003
26.912500,0.41,31.96,0.003
26.913889,0.4,31.97,0.003
26.915278,0.39,31.96,0.003
26.916667,0.39,31.96,0.003
26.918056,0.39,31.97,0.003
26.919444,0.4,31.97,0.003
26.920833,0.41,31.97,0.003
26.922222,0.42,31.97,0.003
26.923611,0.41,31.96,0.003
26.925000,0.41,31.97,0.003
26.926389,0.4,31.97,0.003
26.927778,0.39,31.97,0.003
26.929167,0.39,31.97,0.003
26.930556,0.38,31.96,0.003
26.931944,0.37,31.96,0.003
26.933333,0.36,31.97,0.003
26.934722,0.36,31.97,0.002
26.936111,0.35,31.97,0.002
26.937500,0.34,31.96,0.002
26.938889,0.34,31.97,0.002
26.940278,0.33,31.97,0.002
26.941667,0.33,31.96,0.002
26.943056,0.32,31.96,0.002
26.944444,0.32,31.96,0.002
26.945833,0.31,31.97,0.002
26.947222,0.31,31.97,0.002
26.948611,0.3,31.97,0.002
26.950000,0.3,31.97,0.002
26.951389,0.3,31.97,0.002
26.952778,0.29,31.97,0.002
26.954167,0.29,31.96,0.002
26.955556,0.28,31.96,0.002
26.956944,0.28,31.97,0.002
26.958333,0.29,31.97,0.002
26.959722,0.3,31.97,0.002
26.961111,0.31,31.97,0.002
26.962500,0.31,31.97,0.002
26.963889,0.31,31.97,0.002
26.965278,0.31,31.97,0.002
26.966667,0.3,31.97,0.002
26.968056,0.3,31.97,0.002
26.969444,0.29,31.97,0.002
26.970833,0.29,31.97,0.002
26.972222,0.29,31.97,0.002
26.973611,0.28,31.97,0.002
26.975000,0.27,31.97,0.002
26.976389,0.27,31.97,0.002
26.977778,0.27,31.97,0.002
26.979167,0.26,31.97,0.002
26.980556,0.26,31.97,0.002
26.981944,0.25,31.97,0.002
26.983333,0.25,31.97,0.002
26.984722,0.25,31.97,0.002
26.986111,0.24,31.97,0.002
26.987500,0.24,31.97,0.002
26.988889,0.24,31.97,0.002
26.990278,0.51,31.98,0.004
26.991667,2.14,31.98,0.015
26.993056,4.28,31.99,0.03
26.994444,6.19,31.99,0.043
26.995833,7.67,31.99,0.053
26.997222,8.77,31.99,0.061
26.998611,9.46,32,0.065
27.000000,9.89,32,0.068
27.001389,10.27,32,0.071
27.002778,10.5,32,0.072
27.004167,10.67,32,0.074
27.005556,10.81,32,0.075
27.006944,10.84,32,0.075
27.008333,10.97,32,0.076
27.009722,11.05,32,0.076
27.011111,11.08,32,0.076
27.012500,11.21,32,0.077
27.013889,11.19,31.99,0.077
27.015278,11.2,32,0.077
27.016667,11.33,31.99,0.078
27.018056,11.39,31.99,0.079
27.019444,11.39,31.99,0.079
27.020833,11.41,31.99,0.079
27.022222,11.42,31.99,0.079
27.023611,11.44,31.99,0.079
27.025000,11.45,31.99,0.079
27.026389,11.45,31.99,0.079
27.027778,11.44,31.99,0.079
27.029167,11.46,31.99,0.079
27.030556,11.47,31.99,0.079
27.031944,11.52,31.99,0.079
27.033333,11.5,31.99,0.079
27.034722,11.46,31.99,0.079
27.036111,11.55,31.98,0.08
27.037500,11.58,31.98,0.08
27.038889,11.59,31.98,0.08
27.040278,11.55,31.98,0.08
27.041667,11.61,31.98,0.08
27.043056,11.54,31.98,0.08
27.044444,11.59,31.98,0.08
27.045833,11.62,31.98,0.08
27.047222,11.52,31.98,0.079
27.048611,11.61,31.98,0.08
27.050000,11.63,31.98,0.08
27.051389,11.64,31.98,0.08
27.052778,11.53,31.98,0.079
27.054167,11.6,31.98,0.08
27.055556,11.61,31.98,0.08
27.056944,11.64,31.98,0.08
27.058333,11.56,31.98,0.08
27.059722,11.6,31.98,0.08
27.061111,11.66,31.98,0.08
27.062500,11.61,31.98,0.08
27.063889,11.58,31.98,0.08
27.065278,11.61,31.98,0.08
